tenure,MonthlyCharges,TotalCharges,AvgMonthlyCharge,ChargePerTenure,IsNewCustomer,HighMonthlyCharge,Churn_Probability,Churn_Risk_Percentage,Risk_Level
21,102.8,2110.15,95.9159090909091,95.9159090909091,0,1,0.6166666666666667,61.66666666666667,Medium Risk
60,110.8,6640.7,108.8639344262295,108.8639344262295,0,1,0.04,4.0,Low Risk
20,85.8,1727.5,82.26190476190476,82.26190476190476,0,1,0.5766666666666667,57.666666666666664,Medium Risk
22,95.9,2234.95,97.17173913043477,97.17173913043477,0,1,0.5266666666666666,52.666666666666664,Medium Risk
40,20.6,827.3,20.178048780487803,20.178048780487803,0,0,0.0,0.0,Low Risk
23,74.95,1710.45,71.26875,71.26875,0,1,0.5433333333333333,54.333333333333336,Medium Risk
1,45.95,45.95,22.975,22.975,1,0,0.897960925824374,89.79609258243741,High Risk
46,38.25,1755.35,37.34787234042553,37.34787234042553,0,0,0.03666666666666667,3.6666666666666665,Low Risk
5,69.95,320.4,53.4,53.4,1,0,0.8266666666666667,82.66666666666667,High Risk
68,20.0,1396.0,20.231884057971016,20.231884057971016,0,0,0.0,0.0,Low Risk
1,25.2,25.2,12.6,12.6,1,0,0.7869698094733222,78.69698094733222,High Risk
2,20.1,43.15,14.383333333333333,14.383333333333333,1,0,0.013333333333333334,1.3333333333333335,Low Risk
14,104.85,1531.4,102.09333333333333,102.09333333333333,0,1,0.6133333333333333,61.33333333333333,Medium Risk
10,70.0,740.0,67.27272727272727,67.27272727272727,1,0,0.5466666666666666,54.666666666666664,Medium Risk
13,78.3,1033.95,73.85357142857143,73.85357142857143,0,1,0.34,34.0,Medium Risk
34,109.8,3587.25,102.49285714285715,102.49285714285715,0,1,0.17666666666666667,17.666666666666668,Low Risk
18,57.45,990.85,52.15,52.15,0,0,0.15333333333333332,15.333333333333332,Low Risk
71,19.7,1301.1,18.070833333333333,18.070833333333333,0,0,0.02,2.0,Low Risk
70,110.5,7752.05,109.1838028169014,109.1838028169014,0,1,0.1,10.0,Low Risk
52,64.3,3410.6,64.35094339622641,64.35094339622641,0,0,0.0,0.0,Low Risk
68,105.25,7173.15,103.9586956521739,103.9586956521739,0,1,0.44333333333333336,44.333333333333336,Medium Risk
38,19.6,717.3,18.392307692307693,18.392307692307693,0,0,0.0,0.0,Low Risk
58,24.5,1497.9,25.38813559322034,25.38813559322034,0,0,0.0033333333333333335,0.33333333333333337,Low Risk
3,90.7,237.65,59.4125,59.4125,1,1,0.4066666666666667,40.666666666666664,Medium Risk
14,48.8,664.4,44.29333333333333,44.29333333333333,0,0,0.43666666666666665,43.666666666666664,Medium Risk
2,24.9,49.7,16.566666666666666,16.566666666666666,1,0,0.6033333333333334,60.333333333333336,Medium Risk
1,24.8,24.8,12.4,12.4,1,0,0.9433333333333334,94.33333333333334,High Risk
72,107.4,7748.75,106.1472602739726,106.1472602739726,0,1,0.0,0.0,Low Risk
3,43.3,123.65,30.9125,30.9125,1,0,0.23666666666666666,23.666666666666668,Low Risk
13,80.0,1029.35,73.52499999999999,73.52499999999999,0,1,0.29,28.999999999999996,Low Risk
72,104.1,7447.7,102.02328767123288,102.02328767123288,0,1,0.06666666666666667,6.666666666666667,Low Risk
58,20.75,1185.95,20.10084745762712,20.10084745762712,0,0,0.013333333333333334,1.3333333333333335,Low Risk
71,95.5,6707.15,93.1548611111111,93.1548611111111,0,1,0.023333333333333334,2.3333333333333335,Low Risk
1,76.35,76.35,38.175,38.175,1,1,0.9966666666666667,99.66666666666667,High Risk
54,91.3,4965.0,90.27272727272727,90.27272727272727,0,1,0.10666666666666667,10.666666666666668,Low Risk
39,45.05,1790.6,44.765,44.765,0,0,0.016666666666666666,1.6666666666666667,Low Risk
1,70.6,70.6,35.3,35.3,1,1,0.4796340233931025,47.96340233931025,Medium Risk
61,80.8,4860.85,78.40080645161291,78.40080645161291,0,1,0.023333333333333334,2.3333333333333335,Low Risk
25,89.15,2257.75,86.83653846153847,86.83653846153847,0,1,0.64,64.0,Medium Risk
37,91.2,3382.3,89.0078947368421,89.0078947368421,0,1,0.043333333333333335,4.333333333333334,Low Risk
26,91.25,2351.8,87.10370370370372,87.10370370370372,0,1,0.6233333333333333,62.33333333333333,Medium Risk
10,19.75,208.25,18.931818181818183,18.931818181818183,1,0,0.043333333333333335,4.333333333333334,Low Risk
1,20.4,20.4,10.2,10.2,1,0,0.0,0.0,Low Risk
24,40.65,933.3,37.332,37.332,0,0,0.09333333333333334,9.333333333333334,Low Risk
65,110.35,7246.15,109.7901515151515,109.7901515151515,0,1,0.01,1.0,Low Risk
23,64.9,1509.8,62.90833333333333,62.90833333333333,0,0,0.056666666666666664,5.666666666666666,Low Risk
49,66.15,3199.0,63.98,63.98,0,0,0.08666666666666667,8.666666666666668,Low Risk
42,55.65,2421.75,56.31976744186046,56.31976744186046,0,0,0.14333333333333334,14.333333333333334,Low Risk
8,20.85,161.65,17.961111111111112,17.961111111111112,1,0,0.05333333333333334,5.333333333333334,Low Risk
28,54.65,1517.5,52.327586206896555,52.327586206896555,0,0,0.01,1.0,Low Risk
71,80.6,5708.2,79.28055555555555,79.28055555555555,0,1,0.0033333333333333335,0.33333333333333337,Low Risk
69,99.45,7007.6,100.10857142857144,100.10857142857144,0,1,0.29,28.999999999999996,Low Risk
68,114.7,7849.85,113.7659420289855,113.7659420289855,0,1,0.17333333333333334,17.333333333333336,Low Risk
64,105.4,6794.75,104.53461538461538,104.53461538461538,0,1,0.13666666666666666,13.666666666666666,Low Risk
3,75.05,202.9,50.725,50.725,1,1,0.5988286453028285,59.88286453028285,Medium Risk
66,49.4,3251.85,48.53507462686567,48.53507462686567,0,0,0.20666666666666667,20.666666666666668,Low Risk
28,18.25,534.7,18.43793103448276,18.43793103448276,0,0,0.0,0.0,Low Risk
67,111.05,7321.05,107.66250000000001,107.66250000000001,0,1,0.01,1.0,Low Risk
46,19.6,851.2,18.11063829787234,18.11063829787234,0,0,0.0,0.0,Low Risk
55,96.75,5238.9,93.55178571428571,93.55178571428571,0,1,0.13333333333333333,13.333333333333334,Low Risk
22,69.7,1490.4,64.8,64.8,0,0,0.25333333333333335,25.333333333333336,Low Risk
18,87.9,1500.5,78.97368421052632,78.97368421052632,0,1,0.38333333333333336,38.333333333333336,Medium Risk
46,40.4,1842.7,39.206382978723404,39.206382978723404,0,0,0.01,1.0,Low Risk
10,78.15,765.15,69.55909090909091,69.55909090909091,1,1,0.29333333333333333,29.333333333333332,Low Risk
72,99.4,7285.7,99.80410958904109,99.80410958904109,0,1,0.01,1.0,Low Risk
16,55.3,875.35,51.491176470588236,51.491176470588236,0,0,0.04,4.0,Low Risk
3,77.0,237.75,59.4375,59.4375,1,1,0.38666666666666666,38.666666666666664,Medium Risk
21,26.05,565.75,25.71590909090909,25.71590909090909,0,0,0.07333333333333333,7.333333333333333,Low Risk
5,78.75,426.35,71.05833333333334,71.05833333333334,1,1,0.43333333333333335,43.333333333333336,Medium Risk
1,29.95,29.95,14.975,14.975,1,0,0.11666666666666667,11.666666666666666,Low Risk
1,45.4,45.4,22.7,22.7,1,0,0.0992231774242483,9.92231774242483,Low Risk
36,85.25,3132.75,84.66891891891892,84.66891891891892,0,1,0.4766666666666667,47.66666666666667,Medium Risk
64,104.05,6605.55,101.62384615384616,101.62384615384616,0,1,0.08333333333333333,8.333333333333332,Low Risk
30,74.85,2181.75,70.37903225806451,70.37903225806451,0,1,0.24,24.0,Low Risk
72,19.55,1463.45,20.047260273972604,20.047260273972604,0,0,0.0,0.0,Low Risk
46,20.1,936.85,19.932978723404254,19.932978723404254,0,0,0.0,0.0,Low Risk
45,95.2,4285.8,93.16956521739131,93.16956521739131,0,1,0.14,14.000000000000002,Low Risk
2,20.65,38.7,12.9,12.9,1,0,0.09,9.0,Low Risk
34,55.0,1885.15,53.861428571428576,53.861428571428576,0,0,0.05333333333333334,5.333333333333334,Low Risk
54,106.55,5763.3,104.78727272727274,104.78727272727274,0,1,0.2,20.0,Low Risk
21,19.95,416.4,18.927272727272726,18.927272727272726,0,0,0.03333333333333333,3.3333333333333335,Low Risk
65,76.15,4929.55,74.69015151515151,74.69015151515151,0,1,0.08666666666666667,8.666666666666668,Low Risk
20,69.8,1540.35,73.35,73.35,0,0,0.36,36.0,Medium Risk
1,79.5,79.5,39.75,39.75,1,1,0.9966666666666667,99.66666666666667,High Risk
42,69.4,3058.3,71.12325581395349,71.12325581395349,0,0,0.22333333333333333,22.333333333333332,Low Risk
1,19.4,19.4,9.7,9.7,1,0,0.10791825895682003,10.791825895682003,Low Risk
20,96.55,1901.65,90.5547619047619,90.5547619047619,0,1,0.6966666666666667,69.66666666666667,Medium Risk
11,70.2,760.05,63.3375,63.3375,1,0,0.30666666666666664,30.666666666666664,Medium Risk
61,25.3,1554.9,25.07903225806452,25.07903225806452,0,0,0.0,0.0,Low Risk
64,25.0,1584.8,24.38153846153846,24.38153846153846,0,0,0.0,0.0,Low Risk
25,88.4,2191.15,84.275,84.275,0,1,0.5533333333333333,55.333333333333336,Medium Risk
44,50.15,2139.1,47.535555555555554,47.535555555555554,0,0,0.08666666666666667,8.666666666666668,Low Risk
5,69.95,330.15,55.025,55.025,1,0,0.86,86.0,High Risk
48,29.9,1388.75,28.341836734693878,28.341836734693878,0,0,0.3,30.0,Medium Risk
6,74.9,469.8,67.11428571428571,67.11428571428571,1,1,0.5133333333333333,51.33333333333333,Medium Risk
4,50.05,179.35,35.87,35.87,1,0,0.5433333333333333,54.333333333333336,Medium Risk
72,19.95,1322.85,18.121232876712327,18.121232876712327,0,0,0.013333333333333334,1.3333333333333335,Low Risk
54,89.4,4869.5,88.53636363636363,88.53636363636363,0,1,0.056666666666666664,5.666666666666666,Low Risk
66,67.45,4508.65,67.29328358208954,67.29328358208954,0,0,0.02666666666666667,2.666666666666667,Low Risk
3,49.9,130.1,32.525,32.525,1,0,0.17666666666666667,17.666666666666668,Low Risk
19,65.35,1231.85,61.592499999999994,61.592499999999994,0,0,0.11,11.0,Low Risk
61,81.0,4976.15,80.26048387096773,80.26048387096773,0,1,0.0,0.0,Low Risk
54,89.8,4667.0,84.85454545454546,84.85454545454546,0,1,0.07,7.000000000000001,Low Risk
1,49.95,49.95,24.975,24.975,1,0,0.07831521359915421,7.8315213599154205,Low Risk
19,79.85,1471.75,73.5875,73.5875,0,1,0.5833333333333334,58.333333333333336,Medium Risk
24,19.75,483.15,19.326,19.326,0,0,0.006666666666666667,0.6666666666666667,Low Risk
33,105.35,3465.05,101.91323529411765,101.91323529411765,0,1,0.54,54.0,Medium Risk
31,83.85,2674.15,83.5671875,83.5671875,0,1,0.37666666666666665,37.666666666666664,Medium Risk
59,44.3,2666.75,44.44583333333333,44.44583333333333,0,0,0.49333333333333335,49.333333333333336,Medium Risk
20,91.0,1859.5,88.54761904761905,88.54761904761905,0,1,0.31666666666666665,31.666666666666664,Medium Risk
60,99.0,6017.9,98.65409836065574,98.65409836065574,0,1,0.21,21.0,Low Risk
18,80.55,1406.65,74.03421052631579,74.03421052631579,0,1,0.22,22.0,Low Risk
19,60.6,1297.8,64.89,64.89,0,0,0.10666666666666667,10.666666666666668,Low Risk
24,19.7,452.55,18.102,18.102,0,0,0.0033333333333333335,0.33333333333333337,Low Risk
9,20.25,172.35,17.235,17.235,1,0,0.35,35.0,Medium Risk
33,24.25,838.5,24.66176470588235,24.66176470588235,0,0,0.016666666666666666,1.6666666666666667,Low Risk
2,19.4,61.05,20.349999999999998,20.349999999999998,1,0,0.18964179605137052,18.96417960513705,Low Risk
67,93.15,6368.2,93.64999999999999,93.64999999999999,0,1,0.11666666666666667,11.666666666666666,Low Risk
52,49.75,2535.55,47.840566037735854,47.840566037735854,0,0,0.03,3.0,Low Risk
5,19.65,92.05,15.341666666666667,15.341666666666667,1,0,0.023333333333333334,2.3333333333333335,Low Risk
1,19.4,19.4,9.7,9.7,1,0,0.10791825895682003,10.791825895682003,Low Risk
67,19.8,1311.3,19.283823529411762,19.283823529411762,0,0,0.0,0.0,Low Risk
63,99.9,6137.0,95.890625,95.890625,0,1,0.3233333333333333,32.33333333333333,Medium Risk
2,49.95,107.1,35.699999999999996,35.699999999999996,1,0,0.5852686211249825,58.52686211249824,Medium Risk
25,89.05,2177.45,83.74807692307692,83.74807692307692,0,1,0.73,73.0,High Risk
19,19.95,373.5,18.675,18.675,0,0,0.03333333333333333,3.3333333333333335,Low Risk
62,56.15,3487.95,55.364285714285714,55.364285714285714,0,0,0.01,1.0,Low Risk
23,34.65,768.45,32.018750000000004,32.018750000000004,0,0,0.10666666666666667,10.666666666666668,Low Risk
70,64.95,4523.25,63.70774647887324,63.70774647887324,0,0,0.0033333333333333335,0.33333333333333337,Low Risk
29,94.2,2607.6,86.92,86.92,0,1,0.28,28.000000000000004,Low Risk
32,78.9,2447.95,74.18030303030302,74.18030303030302,0,1,0.19666666666666666,19.666666666666664,Low Risk
31,65.25,1994.3,62.321875,62.321875,0,0,0.04666666666666667,4.666666666666667,Low Risk
59,95.8,5655.45,94.2575,94.2575,0,1,0.31,31.0,Medium Risk
32,64.85,2010.95,60.93787878787879,60.93787878787879,0,0,0.07333333333333333,7.333333333333333,Low Risk
17,49.8,836.35,46.46388888888889,46.46388888888889,0,0,0.21666666666666667,21.666666666666668,Low Risk
26,20.9,518.3,19.196296296296296,19.196296296296296,0,0,0.0,0.0,Low Risk
12,94.55,1173.55,90.27307692307691,90.27307692307691,0,1,0.6166666666666667,61.66666666666667,Medium Risk
61,98.45,6145.2,99.11612903225806,99.11612903225806,0,1,0.23333333333333334,23.333333333333332,Low Risk
71,19.6,1416.5,19.67361111111111,19.67361111111111,0,0,0.0,0.0,Low Risk
9,20.45,147.55,14.755,14.755,1,0,0.1,10.0,Low Risk
24,104.25,2433.9,97.35600000000001,97.35600000000001,0,1,0.7333333333333333,73.33333333333333,High Risk
7,89.15,574.35,71.79375,71.79375,1,1,0.6433333333333333,64.33333333333333,Medium Risk
41,111.15,4507.15,107.31309523809523,107.31309523809523,0,1,0.6733333333333333,67.33333333333333,Medium Risk
20,90.2,1776.55,84.59761904761905,84.59761904761905,0,1,0.19666666666666666,19.666666666666664,Low Risk
33,91.25,2964.05,87.1779411764706,87.1779411764706,0,1,0.07,7.000000000000001,Low Risk
56,81.8,4534.45,79.55175438596491,79.55175438596491,0,1,0.10333333333333333,10.333333333333334,Low Risk
1,74.5,74.5,37.25,37.25,1,1,0.9939874554165354,99.39874554165354,High Risk
4,76.05,318.9,63.779999999999994,63.779999999999994,1,1,0.76,76.0,High Risk
54,111.1,6014.85,109.3609090909091,109.3609090909091,0,1,0.11333333333333333,11.333333333333332,Low Risk
8,68.55,564.35,62.705555555555556,62.705555555555556,1,0,0.30666666666666664,30.666666666666664,Medium Risk
58,45.0,2689.35,45.582203389830504,45.582203389830504,0,0,0.34,34.0,Medium Risk
34,100.85,3527.3,100.78,100.78,0,1,0.4666666666666667,46.666666666666664,Medium Risk
2,30.4,78.65,26.21666666666667,26.21666666666667,1,0,0.7957985544674148,79.57985544674148,High Risk
25,95.9,2448.75,94.1826923076923,94.1826923076923,0,1,0.2633333333333333,26.333333333333332,Low Risk
68,89.95,5974.3,86.5840579710145,86.5840579710145,0,1,0.19666666666666666,19.666666666666664,Low Risk
71,105.15,7555.0,104.93055555555556,104.93055555555556,0,1,0.5566666666666666,55.666666666666664,Medium Risk
1,59.2,59.2,29.6,29.6,1,0,0.31550608630337734,31.550608630337734,Medium Risk
13,98.15,1230.25,87.875,87.875,0,1,0.74,74.0,High Risk
5,84.5,453.75,75.625,75.625,1,1,0.9366666666666666,93.66666666666667,High Risk
22,20.85,450.65,19.593478260869563,19.593478260869563,0,0,0.0,0.0,Low Risk
10,26.1,225.55,20.504545454545454,20.504545454545454,1,0,0.19333333333333333,19.333333333333332,Low Risk
55,74.0,4052.4,72.36428571428571,72.36428571428571,0,1,0.11666666666666667,11.666666666666666,Low Risk
27,20.55,583.3,20.832142857142856,20.832142857142856,0,0,0.0,0.0,Low Risk
10,18.85,163.2,14.836363636363636,14.836363636363636,1,0,0.02,2.0,Low Risk
23,20.85,473.9,19.745833333333334,19.745833333333334,0,0,0.0,0.0,Low Risk
70,84.1,5979.7,84.22112676056338,84.22112676056338,0,1,0.0,0.0,Low Risk
5,46.0,221.7,36.949999999999996,36.949999999999996,1,0,0.55,55.00000000000001,Medium Risk
24,19.55,470.2,18.808,18.808,0,0,0.0,0.0,Low Risk
8,20.2,140.95,15.66111111111111,15.66111111111111,1,0,0.06,6.0,Low Risk
19,88.8,1672.35,83.61749999999999,83.61749999999999,0,1,0.5466666666666666,54.666666666666664,Medium Risk
43,100.55,4304.0,97.81818181818181,97.81818181818181,0,1,0.6833333333333333,68.33333333333333,Medium Risk
67,101.4,6841.05,100.60367647058824,100.60367647058824,0,1,0.23,23.0,Low Risk
4,55.3,238.5,47.7,47.7,1,0,0.36333333333333334,36.333333333333336,Medium Risk
59,113.75,6561.25,109.35416666666667,109.35416666666667,0,1,0.023333333333333334,2.3333333333333335,Low Risk
72,25.4,1710.9,23.436986301369863,23.436986301369863,0,0,0.023333333333333334,2.3333333333333335,Low Risk
19,20.0,377.55,18.8775,18.8775,0,0,0.03333333333333333,3.3333333333333335,Low Risk
1,73.5,73.5,36.75,36.75,1,1,0.99,99.0,High Risk
30,51.2,1561.5,50.37096774193548,50.37096774193548,0,0,0.07,7.000000000000001,Low Risk
2,74.4,139.4,46.46666666666667,46.46666666666667,1,1,0.294097266427811,29.4097266427811,Low Risk
60,65.85,3928.3,64.3983606557377,64.3983606557377,0,0,0.0033333333333333335,0.33333333333333337,Low Risk
44,111.5,4915.15,109.22555555555554,109.22555555555554,0,1,0.14,14.000000000000002,Low Risk
1,48.6,48.6,24.3,24.3,1,0,0.9166666666666666,91.66666666666666,High Risk
3,29.9,92.25,23.0625,23.0625,1,0,0.4386019544583158,43.86019544583158,Medium Risk
71,24.85,1901.0,26.40277777777778,26.40277777777778,0,0,0.0,0.0,Low Risk
2,49.2,103.7,34.56666666666667,34.56666666666667,1,0,0.6633333333333333,66.33333333333333,Medium Risk
1,25.85,25.85,12.925,12.925,1,0,0.7708766852221071,77.0876685222107,High Risk
72,115.5,8425.15,115.41301369863014,115.41301369863014,0,1,0.013333333333333334,1.3333333333333335,Low Risk
6,85.95,514.6,73.51428571428572,73.51428571428572,1,1,0.9366666666666666,93.66666666666667,High Risk
1,85.55,85.55,42.775,42.775,1,1,1.0,100.0,High Risk
20,89.95,1648.45,78.49761904761905,78.49761904761905,0,1,0.27666666666666667,27.666666666666668,Low Risk
1,88.35,88.35,44.175,44.175,1,1,0.97,97.0,High Risk
12,20.05,265.45,20.41923076923077,20.41923076923077,0,0,0.02666666666666667,2.666666666666667,Low Risk
9,24.95,190.25,19.025,19.025,1,0,0.016666666666666666,1.6666666666666667,Low Risk
12,20.1,223.6,17.2,17.2,0,0,0.08666666666666667,8.666666666666668,Low Risk
1,49.9,49.9,24.95,24.95,1,0,0.01,1.0,Low Risk
17,19.65,351.55,19.530555555555555,19.530555555555555,0,0,0.023333333333333334,2.3333333333333335,Low Risk
